YoutubeID,Start_timestamp,End_timestamp,Caption,Aesthetic_Score,caption_interaction
btzc3EDIfLg,00:12:29.080,00:12:58.880,The video clip shows a woman in the kitchen who is preparing a meal. She is wearing a yellow shirt and is standing in front of a counter filled with jars of food.,8.7109375,No
K0HOW_pL7kY,00:00:15.320,00:00:17.800,"The video clip shows a man wearing a robe and dancing in front of a car. The car appears to be a sports car, and the man seems to be having a good time.",8.7109375,No
GLbGWQqSYJ4,00:01:54.514,00:01:56.116,"The video clip shows a man wearing a white coat dancing on a dance floor. He is surrounded by a group of people who are also dancing. The setting appears to be a nightclub, and the atmosphere is lively and energetic.",8.7109375,Yes
Mn7y6WEX0yI,00:01:57.480,00:01:58.080,The video clip shows a group of men dancing together in a nightclub. They appear to be having a good time and enjoying each other's company.,8.703125,Yes
ZgSL9ZKHfIY,00:00:13.467,00:00:14.267,The video clip shows a group of men playing a game of cricket. They are all wearing cricket gear and are playing the game in a field. One of the men is wearing a cap and appears to be the captain of the team.,8.703125,Yes
k-tjpf5Gxuw,00:08:20.400,00:08:31.600,The video clip shows a man sitting at a table and eating a bowl of soup. He is wearing a hat and appears to be enjoying his meal.,8.703125,No
bLF90M96m2Q,00:00:36.400,00:00:37.000,The video clip shows a group of people dressed in colorful costumes and dancing in a parade. They are all having a good time and seem to be enjoying themselves.,8.703125,Yes
RYnFIRc0k6E,00:03:03.934,00:03:04.559,The video clip shows a man wearing a red hat and a black jacket. He is standing in front of a microphone and making a face. It appears to be a musical performance.,8.703125,No
bLF90M96m2Q,00:00:24.960,00:00:25.960,The video clip shows a group of people dressed in colorful costumes dancing in a parade. They are wearing hats and masks and seem to be having a lot of fun. The parade seems to be a celebration of some kind.,8.6953125,Yes
SVkXhOkh7KA,00:04:43.633,00:04:46.200,The video clip shows a man wearing a hat and sunglasses driving a car. He is also wearing a tattoo on his arm and appears to be having a good time.,8.6953125,No
qhNvxhHeGWQ,00:13:34.047,00:13:36.450,"The video clip shows a group of people, including a man in an orange shirt, preparing and serving juice to a group of kids. The juice is being poured into cups and served to the children.",8.6953125,Yes
cVsyYbvH0TI,00:05:08.160,00:05:18.840,The video clip shows a woman wearing a hoodie and holding a basket of oranges. She is standing in front of a tree with oranges on it.,8.6953125,No
J1_Zi1FFkvw,00:00:00.000,00:16:54.597,The video clip shows a man wearing a military uniform standing in front of a red curtain. He appears to be making a speech or addressing an audience.,8.6953125,No
V3K9Aj21ghg,00:05:32.160,00:05:33.640,The video clip shows a group of people dancing on a beach. They appear to be having a good time and enjoying themselves. It seems to be a fun and lively atmosphere.,8.6953125,Yes
fXSovfzyx28,00:02:49.360,00:02:50.720,The video clip shows a man dressed in a military uniform standing on a stage and playing the drums. It appears to be a performance of some sort.,8.6953125,Yes
oyPq7sh4-TE,00:00:21.875,00:00:22.625,The video clip shows a man wearing a red jacket and dancing in front of a brick wall. He is accompanied by a group of people who are also dancing along with him. It appears to be a lively and energetic performance.,8.6953125,Yes
ORXXr7I63ic,00:00:43.375,00:00:44.750,The video clip shows a group of people dressed in white uniforms dancing in a bakery. They seem to be having a good time and enjoying themselves. It appears to be a fun and lively atmosphere in the bakery.,8.6953125,Yes
4TubvY49MuY,00:01:54.480,00:01:55.560,The video clip shows a shirtless man standing on a rooftop with mountains in the background. He is wearing boxing gloves and appears to be preparing for a fight.,8.6953125,No
qKCGBgOgp08,00:03:54.818,00:03:55.986,The video clip shows a choir singing in a church. The choir is made up of men wearing robes and they are standing in front of a stained glass window. The song they are singing appears to be religious in nature.,8.6953125,Yes
52E4JRtDPYg,00:10:38.005,00:10:40.541,The video clip shows a group of superheroes running on a track. They are dressed in their superhero costumes and appear to be competing in a race.,8.6953125,Yes
vzc0WtdcpN0,00:11:42.468,00:11:47.707,The video clip shows an elderly woman wearing a straw hat and standing by a river. She appears to be enjoying the scenery and taking in the fresh air.,8.6875,No
COk6WgJ-3Gc,00:04:04.680,00:04:25.760,"The video clip shows a group of people standing in front of a pharmacy. They seem to be discussing something, and one of them is holding a watermelon. It appears to be a scene from a cartoon.",8.6875,No
NIGMUAMevH0,00:02:51.505,00:02:52.973,"The video clip shows a group of musicians dressed in suits performing on a stage. They are playing instruments and singing together, creating a lively atmosphere. The musicians seem to be having a great time and enjoying their performance.",8.6875,Yes
ORXXr7I63ic,00:01:49.708,00:01:50.375,The video clip shows a man in a white shirt dancing in a bakery. He is wearing a chef's hat and appears to be having a good time.,8.6875,No
1nrcZQliOGI,00:00:06.333,00:00:08.625,The video clip shows a group of people singing and dancing in a parade. They are dressed in colorful costumes and are accompanied by a band playing music. It appears to be a lively and joyful event.,8.6875,Yes
PGVnFk8FcLM,00:07:22.209,00:07:26.914,"The video clip shows a small cabin nestled in the woods, surrounded by trees and flowers. It appears to be a cozy and peaceful retreat.",8.6875,No
LQj--Kjn0z8,00:01:30.632,00:01:32.134,The video clip shows a group of people dancing on a beach. They are wearing swimsuits and appear to be having a good time. It seems like they are partying and enjoying themselves.,8.6875,Yes
cA46ZNjrzeY,00:00:26.200,00:00:27.680,The video clip shows a man wearing a suit standing in the middle of a desert. He is surrounded by a glowing light and appears to be standing on a cloud.,8.6875,No
CVyJkKKfRFs,00:04:17.000,00:04:18.360,The video clip shows a group of musicians dressed in suits and hats walking down a hallway. They are followed by a crowd of people who are also dressed in suits and hats. The musicians are playing instruments and the crowd is cheering them on.,8.6875,Yes
HarECn4BqzE,00:01:08.880,00:01:09.880,The video clip shows a group of people dancing and having a good time. They appear to be enjoying themselves and having a great time.,8.6875,Yes
Y63OzWKenQI,00:03:45.292,00:03:59.606,The video clip shows a young woman wearing a red jacket and holding a flower in her hand. She appears to be posing for the camera.,8.6875,No
E4rYYk-Nc74,00:00:00.000,00:03:32.867,The video clip shows a group of people dressed in traditional costumes dancing in the snow. The dancers are dressed in colorful clothing and appear to be having a great time as they move to the beat of the music.,8.6875,Yes
mGO64q_8vy8,00:00:17.920,00:00:20.960,The video clip shows a group of people dressed in colorful costumes dancing in the street. They appear to be having a lot of fun and enjoying themselves.,8.6796875,Yes
bTYK_vhpJ4I,00:11:02.763,00:11:10.137,The video clip shows a cartoon character wearing a swimsuit and standing under a palm tree on the beach. The character appears to be happy and enjoying the sunny weather.,8.6796875,No
39Bv8k5kwu8,00:05:11.440,00:05:22.000,The video clip shows a woman wearing a sweater and gloves standing in front of a kitchen counter. She is cutting up some fruits and vegetables.,8.6796875,No
52E4JRtDPYg,00:10:36.537,00:10:38.005,The video clip shows a group of superheroes running on a track. They are dressed in colorful costumes and appear to be competing in a race.,8.6796875,Yes
Qcr52GgWjk0,00:02:02.240,00:02:03.320,"The video clip shows a group of people dancing together on a stage. The dancers are dressed in different outfits, and they seem to be having a great time. The stage is well-lit, and the atmosphere is lively.",8.6796875,Yes
mesIbctOueQ,00:00:25.760,00:00:26.680,The video clip shows a man wearing a pink jacket sitting on a bench and using his phone. He appears to be waiting for something.,8.671875,No
bLF90M96m2Q,00:00:38.840,00:00:39.720,The video clip shows a group of people dressed in colorful costumes dancing and having a good time. It appears to be a celebration of some sort.,8.671875,Yes
rI9cNh4dscc,00:01:12.720,00:01:13.320,The video clip shows a group of people walking down a busy street. They appear to be having a good time and enjoying themselves. There is a man in the middle of the group who is wearing a jacket and seems to be leading the way. It appears to be a fun and lively atmosphere.,8.671875,No
XYddr_QYuFc,00:08:07.640,00:08:12.160,The video clip shows a group of people dressed in colorful costumes singing and dancing in the snow. It appears to be a Christmas-themed performance.,8.671875,Yes
NGJxF9a2skU,00:07:47.467,00:07:49.033,"The video clip shows a beautifully decorated Christmas town with colorful lights and festive decorations. The town is surrounded by snow-covered trees, and there is a large Christmas tree in the center of the town. The town is illuminated with colorful lights, creating a magical atmosphere.",8.671875,No
RYnFIRc0k6E,00:02:10.339,00:02:11.465,The video clip shows a group of men playing instruments and singing in a band. They are dressed in black and performing on a stage.,8.671875,Yes
D_MmvptPWaA,00:01:45.625,00:01:47.833,The video clip shows a 3D animation of a little girl wearing a red dress and a helmet. She is standing on a tiled floor and appears to be dancing.,8.671875,No
SXvxJELpD4w,00:01:05.760,00:01:06.800,"The video clip shows a group of musicians performing on a stage. They are playing different instruments such as drums, guitar, and saxophone. The lead singer is wearing a striped shirt and is dancing along with the rest of the band. The performance seems to be lively and energetic.",8.671875,Yes
WjF4eOnjCLE,00:02:56.718,00:02:57.719,"The video clip shows a man standing on a stage in front of a crowd of people. The man is wearing a suit and tie, and he is holding a flag in his hand. The crowd is cheering for him, and the atmosphere seems to be lively and energetic.",8.6640625,No
P5cgfdaGS-U,00:00:09.843,00:00:11.136,The video clip shows a man wearing a shirt and a hat. He is smiling and making a peace sign with his hands. It appears to be a sunny day outside.,8.6640625,No
